ID,pred01,pred02,pred03,pred04,pred05,pred06,pred07,class01,class02
0002,6611767,5.45255845,3070.4349432731506,551.1301774570453,11.576650990900799,232.2973088183039,0.6451566394212829,"NA","NA"
0003,7555757,7.76003582,3167.8264974286476,564.4136564901726,0.2755855240135447,1.501041304655065,0,"NA","NA"
0005,9303323,8.30038115,3041.7300327852035,548.0266115179284,42.06957064684998,1089.4070444877582,4.805784310370199,"NA","NA"
0007,8995204,13.37389291,3222.361027366933,567.2868118960178,30.130841650390202,790.8716573231962,3.4482819684823687,"NA","NA"
0008,4073299,11.82862236,2989.4402923691887,529.3363816069029,28.62783178912098,602.3195363486888,2.092766947363929,"NA","NA"
0009,10275730,11.82862236,2933.221747636962,522.0451290410793,27.245925924424277,690.6151759925676,2.974110582111679,"NA","NA"
0010,16910539,11.82862236,2861.5791096763837,510.6177842519405,41.099027293151316,1137.5751667586821,5.392391898176078,"NA","NA"
0011,13506199,11.82862236,2935.2422613394792,520.3232605674685,28.10835798932523,746.3302161351324,3.3593305461037692,"NA","NA"
0012,7451889,11.51239687,3157.1847552029817,563.0190483878481,0.5719678902125054,1.8446486088718579,0,"NA","NA"
0016,6969762,32.26054622,2860.5554202918393,512.5936413618145,0.39631012178876407,1.5162562885778275,0,"NA","NA"
0017,8309902,9.18640662,2875.3123079691536,515.5785260765655,88.20024910545287,2039.3461644741305,9.479120868785412,"NA","NA"
0019,9892684,19.87079824,3383.769506667072,631.5621433300632,0.4592759631570806,3.3730087575027756,0,"NA","NA"
0020,7179578,17.68983227,2810.523994465053,498.379279231799,0.8569880644372546,4.0403100279335975,0,"NA","NA"
0025,10418600,13.79651939,2857.271095241111,511.3908092315339,50.89460617940749,1088.2083036531512,4.936148726890437,"NA","NA"
0028,11188485,16.20413447,3165.0107149212863,557.4272990267262,42.802870407212595,1169.327505214508,5.401975777342721,"NA","NA"
0029,8231865,12.51104037,3195.6238217721466,564.7948986641238,1.2864721234443286,9.2898209546704,0,"NA","NA"
0030,8593056,16.86861068,3170.2445918877047,566.1378724226339,0.34807721858601304,1.8492281420484513,0,"NA","NA"
0031,9095519,9.20172219,3008.3751316142325,535.6611967771688,16.634004236146044,437.88691285982964,1.6859964676147152,"NA","NA"
0033,7680156,12.77541906,2979.311488924187,529.5859456713436,26.224276497002876,715.0647425869079,2.9777236921599695,"NA","NA"
